Defence Colony,28.5717909,77.2320102,Moets Sizzlers,28.573136695769623,77.23043086780952,Restaurant,4c02a0700d0e0f476a5f019a,0
Defence Colony,28.5717909,77.2320102,Ca Va,28.573699326234482,77.23003256615756,Italian Restaurant,4c57f562744a0f47af0ccacb,0
Defence Colony,28.5717909,77.2320102,Kent's,28.574091303850583,77.23045544798215,Burger Joint,4b98ed3bf964a520b15635e3,0
Defence Colony,28.5717909,77.2320102,Sagar Ratna,28.57283887863218,77.23060369491576,Indian Restaurant,4c4e4a9afa9d9521593a400a,0
Defence Colony,28.5717909,77.2320102,Akasaka,28.573008,77.230377,Noodle House,4de3aa7b8877bcb68660c14d,0
Defence Colony,28.5717909,77.2320102,Kathputli,28.573695,77.23027,Rajasthani Restaurant,5468d395498eab297771ebde,0
Defence Colony,28.5717909,77.2320102,Liquid Kitchen,28.573906986208744,77.230313,Indian Restaurant,4be42d87910020a1f750d114,0
Defence Colony,28.5717909,77.2320102,Little Dragon Chinese Van,28.573691320543972,77.22852814237433,Food Truck,4c7d2dfd5af8b60c64c08e10,0
Defence Colony,28.5717909,77.2320102,Yoko Sizzlers,28.575624,77.229576,Steakhouse,4ce800e6595cb1f7440ec614,0
Kalkaji,28.5334785,77.2935232,Barista,28.535493019793964,77.29297659133974,Café,4c0523790d0e0f4725dc049a,0
Kalkaji,28.5334785,77.2935232,Cafe Coffee Day,28.53512750170145,77.29109503900584,Café,4c0523f7187ec928c7f5b77b,0
Kalkaji,28.5334785,77.2935232,Grill & Fire,28.535571896234014,77.29015448534662,Café,4f23b495e4b0fd18370ff346,0
Sarita Vihar,28.5334785,77.2935232,Barista,28.535493019793964,77.29297659133974,Café,4c0523790d0e0f4725dc049a,0
Sarita Vihar,28.5334785,77.2935232,Cafe Coffee Day,28.53512750170145,77.29109503900584,Café,4c0523f7187ec928c7f5b77b,0
Sarita Vihar,28.5334785,77.2935232,Grill & Fire,28.535571896234014,77.29015448534662,Café,4f23b495e4b0fd18370ff346,0
Kotwali,28.6585978,77.2310844,Haldiram's,28.656288944079645,77.23170543090595,Snack Place,4bd3bd8a77b29c748da49182,0
Kotwali,28.6585978,77.2310844,Parawthe Wale,28.65603318700734,77.23050001546382,Indian Restaurant,4c93306a1221b1f74be217e2,0
Kotwali,28.6585978,77.2310844,Babu Ram Paranthe Wale,28.655820126621173,77.23044812679291,Indian Restaurant,4efee7926c25c5ce80687528,0
Kotwali,28.6585978,77.2310844,McDonald's,28.661166313684927,77.22759628817572,Fast Food Restaurant,51eaa20f498e80fbae1b7d0c,0
Kotwali,28.6585978,77.2310844,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.656027192178698,77.23043753835134,Indian Restaurant,4c447da1f97fbe9a8738bb30,0
Kotwali,28.6585978,77.2310844,Natraj | नटराज,28.656357336560394,77.23058723790143,Snack Place,4e4fb253d22daf51d278ccb2,0
Kotwali,28.6585978,77.2310844,McDonald's,28.66128895525179,77.22716404005617,Fast Food Restaurant,4da5398243a17958be9ff196,0
Kotwali,28.6585978,77.2310844,McDonald's,28.656161882924813,77.23420838244962,Fast Food Restaurant,4d6776a78f70a0935c0b1335,0
Kotwali,28.6585978,77.2310844,Ganga Bhojnayala,28.6561928700265,77.2304423499098,Indian Restaurant,4e74730bd22d80eb32be2ded,0
Kotwali,28.6585978,77.2310844,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.656108981032254,77.2304648037729,Indian Restaurant,4f16652ce4b0044a282c4a46,0
Kotwali,28.6585978,77.2310844,Wah Ji Wah,28.656298858067792,77.23308064958253,Vegetarian / Vegan Restaurant,4f3500afe4b064bef302578d,0
Kotwali,28.6585978,77.2310844,Old Famous Jalebi Waala,28.6560115814209,77.23360443115234,Indian Restaurant,53b809d0498e3a0a0d2eb36f,0
Kotwali,28.6585978,77.2310844,Comesum,28.660668497816566,77.22781022853489,Restaurant,4c9121177088a1431161ae43,0
Civil Lines,28.6529982,77.1890227,Om corner,28.65409021041357,77.18995671227675,Snack Place,4e59dae3483b865169e565b3,0
Civil Lines,28.6529982,77.1890227,"Wah Ji Wah,",28.65392946173905,77.1898893276069,Fast Food Restaurant,4e5122d8b61cf637a50c198e,0
Civil Lines,28.6529982,77.1890227,Subway,28.652046114512544,77.19127070568658,Sandwich Place,4da31ee7b3e7236ac9c52b79,0
Civil Lines,28.6529982,77.1890227,Sindhi tikki corner,28.655118727083533,77.19097137451172,Snack Place,4e197091483b5cfa49d45e08,0
Karol Bagh,28.6529982,77.1890227,Om corner,28.65409021041357,77.18995671227675,Snack Place,4e59dae3483b865169e565b3,0
Karol Bagh,28.6529982,77.1890227,"Wah Ji Wah,",28.65392946173905,77.1898893276069,Fast Food Restaurant,4e5122d8b61cf637a50c198e,0
Karol Bagh,28.6529982,77.1890227,Subway,28.652046114512544,77.19127070568658,Sandwich Place,4da31ee7b3e7236ac9c52b79,0
Karol Bagh,28.6529982,77.1890227,Sindhi tikki corner,28.655118727083533,77.19097137451172,Snack Place,4e197091483b5cfa49d45e08,0
Daryaganj,28.64609,77.243048,Changezi Chicken,28.64375143292846,77.24048581691957,Indian Restaurant,4e4fdefdd4c0b6da5d83cb6d,0
Daryaganj,28.64609,77.243048,Moti Mahal,28.646522533312474,77.24014482739257,Indian Restaurant,4be8453488ed2d7fb1a9cb1d,0
Daryaganj,28.64609,77.243048,Prince Paan,28.64654643631263,77.24017008593643,Restaurant,4c8146f7d92ea093c46e3f72,0
Daryaganj,28.64609,77.243048,Zaika,28.643592,77.240437,Restaurant,4e889e10d22df567103152bb,0
Daryaganj,28.64609,77.243048,Domino's Pizza,28.643,77.241,Pizza Place,559ebd96498eba17e2ff441d,0
Shahdara,28.6773038,77.2903467,New Shahi Food Corner,28.676237,77.29045,Dhaba,550ada6c498e32960d551e11,0
Shahdara,28.6773038,77.2903467,Halidrams,28.675918373532753,77.29012643226184,Vegetarian / Vegan Restaurant,4fddaee1e4b03622b1cfa3d0,0
Shahdara,28.6773038,77.2903467,Morning Corner,28.679894,77.287361,Breakfast Spot,5a3a18d25d891b46f2043375,0
Gandhi Nagar,28.65572225,77.268813153414,Jheel chowk,28.656600179970322,77.2726648898529,Burger Joint,4f26c004e4b02a9500a94aaf,0
Gandhi Nagar,28.65572225,77.268813153414,Chawla chicken.,28.65662577928746,77.27270978146892,Diner,4f215d8fe4b03e010975f702,0
Preet Vihar,28.6133497,77.2955378,Badnam Tea,28.610784814432037,77.29618013222465,Snack Place,4e19bd94183880768f4deb8b,0
Preet Vihar,28.6133497,77.2955378,Eat Out Chinese Van,28.613002240874838,77.29100168534157,Food Truck,4e1dc78bd1640dd252094074,0
Mayur Vihar,28.6133497,77.2955378,Badnam Tea,28.610784814432037,77.29618013222465,Snack Place,4e19bd94183880768f4deb8b,0
Mayur Vihar,28.6133497,77.2955378,Eat Out Chinese Van,28.613002240874838,77.29100168534157,Food Truck,4e1dc78bd1640dd252094074,0
